Dingus Terrortrousers|10:55:56, 11/11/09|<Sagensyg> Napoleon vs Europe was like Google vs Ask Jeeves
Erwin Brödinger|10:07:55,10/02/10|<Lucy> oh my god <Lucy> if i had a boyfriend <Lucy> i would make him cosplay as Ichigo from Bleach <Lucy> and then i would rape him <Lucy> repeatedly
rubah|01:40:04,15/02/10|<Broseidon> 11,0 ❆ 0,11 ☃ 11,12 ❅ 12,2 * 0,2   WANKING IN A WINTER WONDERLAND 12,2 * 11,12 ❅ 0,11 ☃ 11,0 ❆
rubah|02:18:48,15/02/10|<o_O> I'm gonna buy a cat and call it rofla, and I'll make a collar (except it'll be called a colla), and it'll play this dude rapping going "I'm a rofla, Imma imma rofla." and I'm going to make a device and hook it up to the cats jaws, making it look as though the cat is rapping.
rubah|02:18:48,15/02/10|<rubah> yo face, I'm really happy for you man, and imma let you finish, but lol is the best acronym to end in a of all time - of all time <o_O> Allie, don't Kanye me or I'll Chris Brown you and Tiger Woods your wife.
o_O|09:28:23,16/02/10|<skottie> this wintertime blog ain't gonna last long if it itches like this <skottie> blog lol <skottie> i meant beard
o_O|02:51:53,16/02/10|<tavaryn> and my jaw is a little sore <tavaryn> so could you just move it up and down a little <tavaryn> i can handle the swallowing part <tavaryn> thanks in advance
erikramza|08:53:38,17/02/10|<erikramza> i have some babies for you. <erikramza> they're white lil squirmy bastards right now... <erikramza> but given some time, and care, they can grow into healthy happy lil dudes
o_O|09:44:07,17/02/10|<skottie> my pad keeps getting fucking stuck <skottie> what the hell <Sochie> Use a tampon instead
Rick Moranis|10:28:57,17/02/10|<Roo> What are you trying to do. <Sochie> Fill in my holes!
Ian Strepsil|12:11:38,18/02/10|<erikramza> i paused it to jack off. which took seconds. * Roogle screams
erikramza|12:28:33,18/02/10|<erikramza> imma eat your bunshole out, Cookie. <erikramza> cuz it's got chocolate chunks
Ian Strepsil|03:14:29,18/02/10|* @Roogle exploded * @Roogle like Megaman in the NES games etc * @Hermione Granger roogle bukkake everywhere
rubah|04:57:14,22/02/10|<kotora> one of my cats shitted in the corner of the living room <kotora> i had to clean it up <Vyk> Cat: Good human <kotora> I had him for dinner as a punishment <kotora> he won't do it again
Marluxia|06:11:46,22/02/10|<Xvose> What is so funny about my mom giving me a ride Roogle?
Lucy|06:15:56,22/02/10|* Xvose cosplays Ichigo * Lucy rapes him * Lucy Repeatedly * Xvose is impressed * Lucy is, too
LorenzoCoil|10:00:24,24/02/10|<LorenzoVonMatterhorn> Every time I try doing a Jamaican accent, it gradually turns into Arnold Schwarzenegger.
Claude Debussy|01:55:47,24/02/10|<enano> Celebrate spring with a crazy little thing called... fuckin outside.
Ehrich Weiss|12:57:13,25/02/10|<enano> I think they're both mad at me now. <enano> I can hear them now, in the back room. <enano> "Yeah Frank is such a dickhole. <enano> A dickhole, because I'm too small to be an bunshole. =P
Ehrich Weiss|01:18:36,25/02/10|<Rynaki> ASIAN! on tv <Rynaki> im in love
Ehrich Weiss|03:31:45,26/02/10|<Lobster In A Box> I don't do girls
Clint Slazenger|10:07:12,02/03/10|<Roogle> Lawrence Masarira Creating mythical creatures is easy. Just take a regular animal and add wings. A horse becomes Pegasus. A lion becomes a griffon. A hawk becomes a double hawk.
o_O|01:43:15,03/03/10|<Arc> I don't want to have sex with a pig <Arc> I'd just rub some bacon on my junk if I wanted to recreate the feeling
rubah|11:26:30,08/03/10|<Rantzien> I wish I had my water boiler already <Rantzien> oh well I guess I'll use the stove like I was still in the stove age
rubah|02:55:51,08/03/10|<Grimmjow Jaegerjaques> I'm bendy
Grimmjow Jaegerjaques|03:09:33,08/03/10|* tavaryn speaks fluent english <tavaryn> which is the only language anyone ever needs <tavaryn> except nihongo desu ^____^;;;
Rantzien|10:07:21,11/03/10|<Sagensyg> I hated FFX but I liked X-2 a lot
rubah|04:59:22,11/03/10|<Shorty> I can't copy it into my bowser D: <Sochie> Try your Donkey Kong instead.
Lucy|12:55:11,16/03/10|<Fonzie>	how does it feel being a whorey career woman Mc. career woman face?
Lesley Sprinklechalk|01:24:23,16/03/10|<Fonzie> wanna do girl things <Fonzie> talk about Edward <Fonzie> and tampons <Fonzie> and which flavor of tampon tastes the best
Hans Sprechensiedeutsch|04:07:21,16/03/10|<Fonzie> lissa you pass that bowling ball out of your passageway to the Great Cervix yet?
Lesley Sprinklechalk|01:21:12,19/03/10|<balzac> scott is the man with a tiny little plan <balzac> he got a mcbook and is taking a look <balzac> at what he can do in garageband <balzac> mixing up loops and having lots of poops <balzac> I can't think of anything else <balzac> constipation
o_O|09:51:53,22/03/10|<Fonzie Amadeus> I would like wear a trashbag around your lower parto f your body <Fonzie Amadeus> to catch the fluid so it doesn't ruin the carpet
Fonzie Amadeus|01:57:17,22/03/10|<Roogle> Yeah I hit on underage girls all the time <Unparalleled Young Geisha> I just hit underage girls all the time
rubah|11:39:20,31/03/10|<Rantzien> have you been to sleep <Utamaru> Rantzien: I suggest you seek professional help, as you don't seem to realize that *you* are sleep
rubah|04:22:30,31/03/10|<Yar> apocolypse is better because apparently i helped found it :S <BallotTurret> Dead Justin, stay dead <Yar> x.x
Francis Fauxpas|12:33:34,01/04/10|<Crono> see you guys in a week or so * Crono (~VampCrono@eyesonff-ADF95672.ri.ri.cox.net) Quit (Leaving: restarting)
rubah|11:48:29,02/04/10|<Yar> I'm not drinking for a while <Yar> like <Yar> 30 years <Yar> bed decisions are made
rubah|01:57:10,12/04/10|<DignifiedPauper> i love the princess diaries
Lowell Creach|10:59:07,15/04/10|<Fonzie Amadeus> I realized I just really hate strange people
Ultima|12:17:34,15/04/10|<Sakura> I quit pokemon <Sakura> ever since my dog ate my DS
Brevis Spancake|11:39:41,19/04/10|Much has been written about the art of bullfighting <Baron Von Ghoulish> but I can sum it up in one sentence <Baron Von Ghoulish> get out of the way of the bull, you idiot! Otherwise he will rip open your anus like it was a cheap velcro wallet.
o_O|09:42:20,22/04/10|<Russell Sprout03> crono_logical found 2 great ball(s) <Rantzien03> Oh yes he did ;)
Rantzien|03:39:10,23/04/10|Roo throws timer ball <Russell Sprout> Roo, you have no balls
Rantzien|05:41:02,24/04/10|<Lissa> i want balls <Lissa> FUJIKO
Merv Mega-Shark|09:53:05,27/04/10|<Fujiko> I want more balls
Rantzien|09:50:50,02/05/10|<macman> Kari i will take you haert way and open the, bring me ever lasting darkness
o_O|01:28:26,04/05/10|<ShlupQuack> DOES ANYONE HEAR SOMETHING? IT SOUNDS LIKE THE SOUND OF A CAT PISSING ON A SALAMANDER.
DignifiedPauper|09:29:38,05/05/10|<ShlupQuack> WHY DO I STILL HAVE NO BALLS??
Humphrey Shillingsworth|09:43:57,06/05/10|<Fujiko> ew <Lucy> spit it out <Fujiko> I swallowed
allie|12:18:31,06/05/10|<allie> guess what azzie <foa> Azar <foa> I want to know what <foa> so you need to loving guess. <foa> Or I will take your guess.
Rodney McCorkenstein-Taifule|02:06:08,06/05/10|Scott Ramon Seguro Mescudi listens to 7Kid Cudi - Soundtrack 2 My Life [3:57]04 <Scott Ramon Seguro Mescudi> Sick song <Scott Ramon Seguro Mescudi> Even if you don't like black people
Fujiko|04:01:54,07/05/10|<ShlupQuack> I do not just throw my balls around like some gigolo.
Fujiko|04:05:23,07/05/10|<ShlupQuack> Balls are useful. <Rantzien> free-ballin' <Mirage> speed-ballin <Roogle> she ballin'
Ponjiko|06:32:17,07/05/10|<Shorty> I mean I want to like, turn into a prostitute or something xD
o_O|10:33:14,07/05/10|<Rantzien> I just got my new hard drive delivered <Rantzien> Important Safety Instructions: <Rantzien> 1. Read this instructions <Rantzien> 2. Keep these instructions <@Rantzien> 3. Heed all warnings <Rantzien> 4. Follow all instructions
Rantzien|11:56:46,10/05/10|<Fonzie Amadeus> quote humour <Rodney McCorkenstein-Taifule> No quotes containing humour
Rodney McCorkenstein-Taifule|11:12:58,12/05/10|<Fonzie Amadeus> when they went to the doctor for my blood work today <Fonzie Amadeus> they got angry for some reason because they didn't clariffy what type of sample they wanted in that damn cup <Fonzie Amadeus> I mean, you would assume with those People magazines in that room that they wanted a semenial fluid sample
RodneyMcCorkenstein-Taifule|11:04:20,17/05/10|<Sagensyg> <Fonzie> Jihahahahahad
Hamilton Clodgebanks|11:35:47,19/05/10|<Sarah> Scalps just turn me on
o_O|01:59:43,19/05/10|<Fonzie Amadeus> "God, the sunset is nice. Such a good day to be black."
Sagensyg|12:10:58,20/05/10|<Fonzie Amadeus> the Welsh make great grape juice
o_O|01:35:58,20/05/10|<Shorty> I long for meat ;-;
StevelKnievel|01:27:58,21/05/10|<Kari> we have a single handle in our shower. pull it all the way up and you have hot. Down for cold, all the way down gets you off.
allie|11:46:47,23/05/10|<ShlupQuack> What's the point of having pokeballs if I can only catch things with great balls? WHAT DAMMIT?
o_O|01:26:25,25/05/10|<allie> arghhh <allie> this had better not be a yeast infection >:{
o_O_o|07:28:19,28/05/10|<Rantzien> Graham Aos Wowzaz, i just made a mess in ma trousaz....when i looked at your profile pic
ShlupQuack|09:46:31,29/05/10|<@o_O> [Pokemon] DignifiedPauper, you have no ball.s
o_O|12:00:38,01/06/10|<kotora> i lose 10 kg over a few weeks if don't keep eating like an african <kotora> and by that i mean an african with access to food
o_O|10:16:39,02/06/10|<WildRaubtier> Hey Mike <WildRaubtier> Iron Man is a superhero <WildRaubtier> Hey Meg <WildRaubtier> Iron Woman is a command
Rolly Jodger|01:57:54,08/06/10|<Arcueid> Step 3, with generosity drop the t, 'cause bich is latin for generosity
o_O_o|10:56:58,08/06/10|<Rantzien> that's so boring <Rantzien> so goddamn boring it makes me furious <Rantzien> what kind of university are you going to <Rantzien> university? more like univerSHITTY
allie|09:38:38,14/06/10|<Nodal> I once forgot how to spell the. <Nodal> "Theres no way it's just three letters"
allie|12:10:57,17/06/10|Roogle [~Roogle@delyoto.org] has joined #fat_chocobo * Roogle [~Roogle@delyoto.org] has left #fat_chocobo <Azar> YEAH ROOGLE GET OUT <o_O> YEAH
allie|01:38:24,17/06/10|<Byron> Nightmare is actually the collective plural of Banana. <Byron> It's not uncommon for grocery stores to order dozens of nightmares of bananas at a time.
o_O|04:28:52,17/06/10|<Roogle> oh melissa <Roogle> The baby is looking good <Roogle> Much better than before
Legacy|00:00:00,01/01/01|* Xoe|skole slaps Rue around a bit with a large trout * Mint jumpkicks Rue in the face
Legacy|00:00:00,01/01/01|<o_O> What impression would I want to make on 'handsome BoB' when I met him for the first time? <TheAbominatrix> You'd wanna accent the size of your penis <TheAbominatrix> perhaps add a roll of socks to your crotch
Legacy|00:00:00,01/01/01|<xofrevlis> She's like a beautiful white silverfish who has appeared in front of me; she makes my heart flutter
Legacy|00:00:00,01/01/01|<Alixsar> Short people are unhealthy, wretched beings.  They live miserable lives and die in the most horrific ways imaginable. <Alixsar> Seems pretty simple to me.
Legacy|00:00:00,01/01/01|<o_O> That wouldn't be Thierry Henry? <o_O> Because I hate him. :) <jc> I love that guy. <jc> I'd forget that I was straight if i could bone that guy.
Legacy|00:00:00,01/01/01|<Mitica> OMG I played Monopoly 2: Return of the Bank Manager today! <Mitica> The shoe dies.
Legacy|00:00:00,01/01/01|<Abe> so, because my pizza was so thirsty, i've drank like, 2 litres of water <Abe> ... <Abe> salty
Legacy|00:00:00,01/01/01|<jc> damn porn false advertising <jc> "innocent young girls" != 30year old ugly woman sucking one guy off while another fucks her arse... that's just not cricket
Legacy|00:00:00,01/01/01|<Sanctimony> this dell is making the internet run slower then my old one <dragon_fodder> Dude. Your computer makes the internet run slow? <dragon_fodder> Fucker. I knew I'd find the bastard who was doing it some day. *beats*
Legacy|00:00:00,01/01/01|<B11> wtf is a WANG!?
Legacy|00:00:00,01/01/01|<Irridesenedhfsd> I AM GONNA LAG THE HUB 2MORO IF YOU DONT MAKE ME OP * Turner sets mode +b !Irridesenedhfsd@*.orcon.net.nz *Irridesenedhfsd was kicked by Turner (Shut the fuck up.)
Legacy|00:00:00,01/01/01|<NES> I download something from Napster <NES> And the same guy I downloaded it from starts downloading it from me when I'm done <NES> I message him and say "What are you doing? I just got that from you" <NES> "getting my song back fucker"
Legacy|00:00:00,01/01/01|* madcow rips off Mr_Hahn's arms and legs * Mr_Hahn throws the arms and legs at veetii * nightfrog sews them back on again <Mr_Hahn> YOU PUT MY ARMS ON BACKWARDS!
Legacy|00:00:00,01/01/01|<Spank> wtf would you want to use birc? <Spank> that's like taking a piece of ice cream and sprinkling it with shit
Legacy|00:00:00,01/01/01|<Jin> Will you decorate my nipples please?
Legacy|00:00:00,01/01/01|<jc> oh dude <jc> jesus <jc> i just asked my aunty if she could eat herself out <jc> >_< <jc> WRONG FUCKING WINDOW
Legacy|00:00:00,01/01/01|<Dingo_Jellybean> ...most guys 6'5" or taller can palm the ball. <dragon_fodder> I'm lucky I can palm MY balls
Legacy|00:00:00,01/01/01|<cemical> i have 16" dick <cemical> and a 25" black dildo <gr`study> No, thats the size of your e-dick cemical
Legacy|00:00:00,01/01/01|<Dat|FF7> if you masturbate often you have -40% of chances to catch a cold~ <Dat|FF7> </random> <Aqui> </bullshit> <Dat|FF7> </true> <Aqui> </source> <Dat|FF7> </stfuyou2> <Dat|FF7> </http://www.google.com/search?q=masturbate+catch+cold <- somewhere there>
Legacy|00:00:00,01/01/01|* Nicolas promotes world pants.
Legacy|00:00:00,01/01/01|<K> I've been thinkin about hiring a bear... Keep the religious believers out of my hair.
Legacy|00:00:00,01/01/01|<linus> one of the bambis is a transexual
Legacy|00:00:00,01/01/01|<Ragnarok> >:O 0|9 <Ragnarok> Damn! 0| 9<Ragnarok> Ok, done. 0| 9<@Ragnarok> ooh <@Ragnarok> didn't think this still worked | <@Ragnarok> I'm female, I have no nuts.
Legacy|00:00:00,01/01/01|<ILL Mitch> When I ride, I'm never a loner. On full moon, I RIDE WITH BONER
Legacy|00:00:00,01/01/01|<Mr_Hahn> o_O @ Finding mIRC had crashed <Darkfish> I l33t hax0red it with my spoons. <Mr_Hahn> That made me ... out loud
Legacy|00:00:00,01/01/01|<`hat> NFSU <`hat> but it's like "Make your car look as wanktarded as possible to win" is what shizzles my nizzle
Legacy|00:00:00,01/01/01|<Mr_Hahn> Anyone else coming to fridge? <Darkfish> I'm not. <Darkfish> I'd end up giving everyone my SARS.
Legacy|00:00:00,01/01/01|* Now Talking in #fflegend * Topic is 'What you gonna do when Hulkamania and Rice Krispies run wild on you!!'
Legacy|00:00:00,01/01/01|<David> I'd be off killing groups of people or something to relieve sexual tension if I didn't jack off daily.
Legacy|00:00:00,01/01/01|<Raiden> Who is that, stalking on the tundra! It is Raiden, hands clutching an oversized scalpel! And with a low grunt, his voice cometh: <Raiden> "I'm going to torment you until you bleed out your eyes, and hit you with a steamroller!"
Legacy|00:00:00,01/01/01|<Jon_Lenin> Stalking over the desert, brandishing buzzsaw hand extensions, cometh Carny! And he gives a bloodthirsty scream: <Jon_Lenin> "I'm going to beat you until you're bright blue!!"
Legacy|00:00:00,01/01/01|<Jon_Lenin> Zang! Who is that, running on the mini-mall parking lot! It is Carnage, hands clutching a jeweled meat hammer! He cries gutterally: <Jon_Lenin> "I'm going to pierce a hole in you the size of God!!!"
Legacy|00:00:00,01/01/01|<Jon_Lenin> Who is that, prowling on the mini-mall parking lot! It is Stu, hands clutching a jeweled meat hammer! He cries gutterally: <Jon_Lenin> "You in some shit now, muhfuh! I sow darkness and discord like a four-year-old on a sugar rampage!!"
Legacy|00:00:00,01/01/01|<Raiden> Skulking over the freeway, swinging a piece of chainlink fence, cometh Nuclear! And he gives a low cry: <Raiden> "You in some shit now, muhfuh! I am on a crash course with bloody destiny!!!"
Legacy|00:00:00,01/01/01|<Jon_Lenin> Who is that, striding over the icy wasteland! It is Jon Lenin, hands clutching buzzsaw hand extensions! He cries vengefully: <Jon_Lenin> "I'm going to fuck you until you scream like a banshee!!!"
Legacy|00:00:00,01/01/01|<Raiden> Zang! Who is that, sprinting out of the desert! It is Zoetrope, hands clutching a mighty sword! And with a cruel roar, his voice cometh: <Raiden> "For the love of beatings, I shall make bloody music with your nation's populace!!!"
Legacy|00:00:00,01/01/01|<Jon_Lenin> Stalking amidst the mini-mall parking lot, clutching a studded crowbar, cometh A COMPLETE TWAT! And he gives a booming scream: <Jon_Lenin> "As sure as predators devour prey, I lay waste to all I see until there is no more hope!!!"
Legacy|00:00:00,01/01/01|<Raiden> Skulking through the cliffs, carrying buzzsaw hand extensions, cometh Coach! And he gives a spectacular roar: <Raiden> "This one's for you, mom! I tear into the enemy with God on my side!!"
Legacy|00:00:00,01/01/01|<Raiden> Prowling across the plains, carrying a burning branch, cometh 1337! And he gives a gutteral grunt: <Raiden> "I'm going to brutalize you for such a long time, you will polymorph into your mother!!"
Legacy|00:00:00,01/01/01|<Raiden> Yea, verily: Who is that, running amidst the cliffs! It is Ståle, hands clutching a meaty axe! And with a cruel bellow, his voice cometh: <Raiden> "I'm seriously going to hump you with such disregard for common sense, you will wake up from the Matrix!"
Legacy|00:00:00,01/01/01|* Hell_Wolf (~user3905@ffchat-2e099bf0.ipt.aol.com) has joined #fflegend <Hell_Wolf> moo <Hell_Wolf> tough croud...... <jc> ...and what the fuck is a croud? <Hell_Wolf> ok now u suck <Hell_Wolf> u dont know what a croud is?
Legacy|00:00:00,01/01/01|* Hell_Wolf is dead <Hell_Wolf> MOO!!!!!! * Hell_Wolf is talkin in his dead
Legacy|00:00:00,01/01/01|* Hell_Wolf (~user3905@ffchat-2e099bf0.ipt.aol.com) has left #fflegend <jc> The TAB have released odds of about 8:1 that Hell_Wolf will return under the guise of a different name within the hour. <jc> Pundits, however, suggest that he is unlikely to return as the chances of aol staying online long enough for him to do so are extremely low.
Legacy|00:00:00,01/01/01|<ProudClod> THE LACK OF CHAT IS MOST NON NON NON HEINOUS!
Legacy|00:00:00,01/01/01|<Killumina> did you call me a jew!
Legacy|00:00:00,01/01/01|<Alita> "18:33:04 06/28/2004 Message: <#eoff\Shoyku> Alita is annoying. :(" <Alita> I tend to not be annoying in chat rooms
Legacy|00:00:00,01/01/01|<Meat_Pocket> I'm not Sugpo! I swear, I don't even know what a bloody Sugpo is.
Legacy|00:00:00,01/01/01|<Jojo> i am buff :D <@Shipon> As in naked? <Jojo> ...um, no. as in strong and muscular? ;_;
Legacy|00:00:00,01/01/01|<@fightdance> hi babe :) <@fightdance> hows it goin' * fightdance was kicked by X ((Adrock) Great, now.) * fightdance has joined #homeless <fightdance> goin' good?
Legacy|00:00:00,01/01/01|<+Ut> damn i gotta poop, but i gotta stand up for that and walk, i just poop into my pants
Legacy|00:00:00,01/01/01|<eNGA> okay <eNGA> im going to take a big shit <eNGA> bbs
Legacy|00:00:00,01/01/01|<+Datrio> ...k <+Datrio> what...the...fuck... <+Datrio> I look like Tetsuya Nomura
Legacy|00:00:00,01/01/01|<[NeoN]> i am.. infact... a GENIOUS
Legacy|00:00:00,01/01/01|<@Mr_Hahn> I feel awfully gay right now
Legacy|00:00:00,01/01/01|<+Carny|Doom3> Gun's don't kill people rappers do!!! The sound of the police, woop woop!
Legacy|00:00:00,01/01/01|<[NeoN]> unless u wanneh have a taste test before i do? <MadcoWork> If tasting my own is all I have to do for you to give me head then ok
Legacy|00:00:00,01/01/01|<@cemical> suddenly i got hungry and his head looked like a pie. so i bit his ear yeh i bit his ear, oh why you gotta bite my ear? and just like potatos chips i can never eat just one...
Legacy|00:00:00,01/01/01|<@downuda> If I had a tumor, I'd name it Adam
Legacy|00:00:00,01/01/01|<downuda> im bisexual <Mr_Hahn> When did you start liking females, Rhys?
Legacy|00:00:00,01/01/01|<Nait> "This sentence has three a's, one b, two c's, two d's, forty two e's, ten f's, one g, thirteen h's, four i's, one j, two l's, twenty two n's, twenty three o's, twenty r's, thirty three s's, forty three t's, four u's, two v's, fourteen w's, and eleven y's."
Legacy|00:00:00,01/01/01|<@Weissritter> Would anyone like to see disfigured babies? <@Weissritter> Oh <@Weissritter> Ståle
Legacy|00:00:00,01/01/01|<@Mr_Hahn> Use the sea to clean you? That's so fucking gross <@Mr_Hahn> Sea water contains salt, man <@Mr_Hahn> Your skin and hair would dry up and go horrible <@downuda> no it would be fantastic <@Cascade> Dude, you can't fucking swim.
Legacy|00:00:00,01/01/01|<@downuda> i wish i won something totally incredible or do something fantastically amazing one day, and there is a parade down queen street and at the climax of it everyone cheers and Land Down Under plays <@downuda> and im just like fucking raving
Legacy|00:00:00,01/01/01|<@Bj> arrest black babies. before they become criminals
Legacy|00:00:00,01/01/01|<DarkChi> sorry i am not good at knowing things
Legacy|00:00:00,01/01/01|<@Proto> Joel's back into his crush with Misty. <Joel> Nah <Joel> Chun-Li's my freaking crush <Joel> I want Chunny to have my babies
Legacy|00:00:00,01/01/01|<@cemical> do you like to piss and shit? <@cemical> by golla i do!
Legacy|00:00:00,01/01/01|<Datrio> ...sheez <Datrio> I just told a girl I'm envious <Datrio> "of what?" <Datrio> "your boobies" <Datrio> "..." <Datrio> ;_;
